DrugBank_ID,Protein_UID,Action,Gene_Name
DB00709,P00558,substrate,PGK1
DB00709,P15531,substrate,NME1
DB00709,P22392,substrate,NME2
DB00709,P49585,substrate,PCYT1A
DB00709,Q99447,substrate,PCYT2
DB00709,Q8TCD5,substrate,NT5C
DB00710,O95749,inhibitor,GGPS1
DB00710,P14324,inhibitor,FDPS
DB00711,P09917,inhibitor,ALOX5
DB00711,P23219,inhibitor,PTGS1
DB00711,P06276,inhibitor,BCHE
DB00712,P35354,inhibitor,PTGS2
DB00712,P23219,inhibitor,PTGS1
DB00712,P16662,substrate,UGT2B7
DB00712,P22309,substrate,UGT1A1
DB00712,P22309,inhibitor,UGT1A1
DB00712,P35503,substrate,UGT1A3
DB00712,O60656,substrate,UGT1A9
DB00712,P06133,substrate,UGT2B4
DB00712,P11712,substrate,CYP2C9
DB00713,Q75Y35,inhibitor,pbp3
DB00713,Q8DNB6,inhibitor,pbp2a
DB00713,Q8DR59,inhibitor,pbpA
DB00713,P0A3M6,inhibitor,penA
DB00713,Q7CRA4,inhibitor,pbp1b
DB00713,Q8XJ01,inhibitor,pbpA
DB00713,Q47066,substrate,bla
DB00714,P21917,agonist,DRD4
DB00714,P14416,agonist,DRD2
DB00714,P35462,agonist,DRD3
DB00714,P21918,agonist,DRD5
DB00714,P21728,agonist,DRD1
DB00714,P18825,agonist,ADRA2C
DB00714,P18089,agonist,ADRA2B
DB00714,P08908,agonist,HTR1A
DB00714,P28223,agonist,HTR2A
DB00714,P41595,agonist,HTR2B
DB00714,P28335,agonist,HTR2C
DB00714,P08913,agonist,ADRA2A
DB00714,P28221,agonist,HTR1D
DB00714,P28222,agonist,HTR1B
DB00714,P21964,substrate,COMT
DB00714,P50225,substrate,SULT1A1
DB00714,P50226,substrate,SULT1A2
DB00714,P0DMM9,substrate,SULT1A3
DB00714,P49888,substrate,SULT1E1
DB00714,O43704,substrate,SULT1B1
DB00714,P20813,substrate,CYP2B6
DB00714,P10632,substrate,CYP2C8
DB00714,P20815,substrate,CYP3A5
DB00714,P19224,substrate,UGT1A6
DB00715,P31645,inhibitor,SLC6A4
DB00715,P23975,inhibitor,SLC6A2
DB00715,P28223,agonist,HTR2A
DB00715,P35348,binder,ADRA1A
DB00715,P08913,binder,ADRA2A
DB00715,P08588,inhibitor,ADRB1
DB00715,P14416,other/unknown,DRD2
DB00715,P35367,inhibitor,HRH1
DB00715,P11229,inhibitor,CHRM1
DB00715,P41595,agonist,HTR2B
DB00715,P21728,other/unknown,DRD1
DB00715,P20813,inhibitor,CYP2B6
DB00715,P05177,substrate,CYP1A2
DB00715,P05177,inhibitor,CYP1A2
DB00715,P08684,substrate,CYP3A4
DB00715,P08684,inhibitor,CYP3A4
DB00715,P33261,substrate,CYP2C19
DB00715,P10635,substrate,CYP2D6
DB00715,P10635,inhibitor,CYP2D6
DB00715,P11712,inhibitor,CYP2C9
DB00717,P06401,agonist,PGR
DB00717,P10275,agonist,AR
DB00717,P04150,agonist,NR3C1
DB00717,P08684,substrate,CYP3A4
DB00717,P17516,substrate,AKR1C4
DB00717,P26439,substrate,HSD3B2
DB00717,P18405,substrate,SRD5A1
DB00717,P51857,substrate,AKR1D1
DB00717,P33261,substrate,CYP2C19
DB00717,P33261,inducer,CYP2C19
DB00717,P05177,substrate,CYP1A2
DB00717,P11509,substrate,CYP2A6
DB00718,P24024,other,P
DB00718,P54819,substrate,AK2
DB00718,P27144,substrate,AK4
DB00718,P15531,substrate,NME1
DB00718,P22392,substrate,NME2
DB00719,P35367,antagonist,HRH1
DB00720,P12235,inhibitor,SLC25A4
DB00720,P05141,inhibitor,SLC25A5
DB00720,P12236,inhibitor,SLC25A6
DB00720,P35354,inhibitor,PTGS2
DB00721,Q9Y5Y9,inhibitor,SCN10A
DB00721,Q8TCU5,antagonist,GRIN3A
DB00721,P46098,antagonist,HTR3A
DB00721,Q01959,inhibitor,SLC6A3
DB00721,Q15822,antagonist,CHRNA2
DB00721,Q12791,blocker,KCNMA1
DB00721,P47712,inhibitor,PLA2G4A
DB00721,Q86U10,inhibitor,ASPG
DB00721,P21397,inhibitor,MAOA
DB00721,P26358,inhibitor,DNMT1
DB00721,Q9Y6K1,inhibitor,DNMT3A
DB00721,P06276,substrate,BCHE
DB00721,P06276,inhibitor,BCHE
DB00722,P12821,inhibitor,ACE
DB00722,P00797,inhibitor,REN
DB00723,P35348,agonist,ADRA1A
DB00723,P25100,binder,ADRA1D
DB00723,P35368,agonist,ADRA1B
DB00724,Q9NYK1,agonist,TLR7
DB00724,Q9NR97,agonist,TLR8
DB00724,P08684,substrate,CYP3A4
DB00726,P31645,inhibitor,SLC6A4
DB00726,P23975,inhibitor,SLC6A2
DB00726,Q01959,inhibitor,SLC6A3
DB00726,P28223,agonist,HTR2A
DB00726,P08908,antagonist,HTR1A
DB00726,P35348,antagonist,ADRA1A
DB00726,P35368,antagonist,ADRA1B
DB00726,P14416,other/unknown,DRD2
DB00726,P18089,other/unknown,ADRA2B
DB00726,P35367,antagonist,HRH1
DB00726,P28335,antagonist,HTR2C
DB00726,P46098,binder,HTR3A
DB00726,P28221,binder,HTR1D
DB00726,P08913,antagonist,ADRA2A
DB00726,P21728,binder,DRD1
DB00726,P08588,binder,ADRB1
DB00726,P11229,binder,CHRM1
DB00726,P08909,binder,Htr2c
DB00726,P11712,substrate,CYP2C9
DB00726,P10635,substrate,CYP2D6
DB00726,P33261,substrate,CYP2C19
DB00727,P00533,activator,EGFR
DB00727,Q02108,modulator,GUCY1A1
DB00727,Q02153,modulator,GUCY1B1
DB00727,P16066,agonist,NPR1
DB00727,P05091,substrate,ALDH2
DB00728,Q15822,antagonist,CHRNA2
DB00728,P08172,antagonist,CHRM2
DB00728,P46098,antagonist,HTR3A
DB00730,P00363,inhibitor,frdA
DB00730,P05177,substrate,CYP1A2
DB00730,P05177,inhibitor,CYP1A2
DB00730,P04798,inducer,CYP1A1
DB00731,Q09428,inhibitor,ABCC8
DB00731,P37231,agonist,PPARG
DB00731,P11712,substrate,CYP2C9
DB00731,P08684,substrate,CYP3A4
DB00731,P20815,substrate,CYP3A5
DB00731,P24462,substrate,CYP3A7
DB00731,P23219,substrate,PTGS1
DB00731,O60656,substrate,UGT1A9
DB00731,P10635,substrate,CYP2D6
DB00732,Q15822,antagonist,CHRNA2
DB00734,P28223,antagonist,HTR2A
DB00734,P14416,antagonist,DRD2
DB00734,P35368,antagonist,ADRA1B
DB00734,P18089,antagonist,ADRA2B
DB00734,P35348,antagonist,ADRA1A
DB00734,P18825,antagonist,ADRA2C
DB00734,P35367,antagonist,HRH1
DB00734,P28335,antagonist,HTR2C
DB00734,P28221,antagonist,HTR1D
DB00734,P08908,antagonist,HTR1A
DB00734,P34969,antagonist,HTR7
DB00734,P21728,antagonist,DRD1
DB00734,P10635,substrate,CYP2D6
DB00734,P10635,inhibitor,CYP2D6
DB00734,P08684,substrate,CYP3A4
DB00735,Q14534,inhibitor,SQLE
DB00736,P20648,inhibitor,ATP4A
DB00736,P51164,modulator,ATP4B
DB00736,P33261,substrate,CYP2C19
DB00736,P33261,inhibitor,CYP2C19
DB00736,P08684,substrate,CYP3A4
DB00737,P35367,antagonist,HRH1
DB00737,Q14994,inverse agonist,NR1I3
DB00737,P10635,substrate,CYP2D6
DB00738,Q15661,inhibitor,TPSAB1
DB00738,O14717,other,TRDMT1
DB00738,P33261,substrate,CYP2C19
DB00738,P04798,substrate,CYP1A1
DB00738,P10635,substrate,CYP2D6
DB00738,P20815,substrate,CYP3A5
DB00738,Q02928,substrate,CYP4A11
DB00740,Q14524,inhibitor,SCN5A
DB00740,Q9UI33,blocker,SCN11A
DB00740,Q9UPY5,inducer,SLC7A11
DB00740,P04798,substrate,CYP1A1
DB00740,P05177,substrate,CYP1A2
DB00741,P04150,agonist,NR3C1
DB00741,P04083,agonist,ANXA1
DB00741,P08684,substrate,CYP3A4
DB00741,P08684,inducer,CYP3A4
DB00741,P20815,substrate,CYP3A5
DB00741,P24462,substrate,CYP3A7
DB00741,P15538,substrate,CYP11B1
DB00741,P19099,substrate,CYP11B2
DB00741,P10632,inducer,CYP2C8
DB00741,P51857,substrate,AKR1D1
DB00741,P31213,substrate,SRD5A2
DB00741,P80365,substrate,HSD11B2
DB00741,P28845,substrate,HSD11B1
DB00741,P11509,inducer,CYP2A6
DB00741,Q16678,inducer,CYP1B1
DB00741,P20813,inducer,CYP2B6
DB00741,P11712,inducer,CYP2C9
DB00741,P33261,inducer,CYP2C19
DB00742,O08355,substrate,mtlD
DB00743,P02768,binder,ALB
DB00744,P09917,inhibitor,ALOX5
DB00744,P23219,substrate,PTGS1
DB00744,O60656,substrate,UGT1A9
DB00744,P11712,substrate,CYP2C9
DB00744,P05177,substrate,CYP1A2
DB00744,P05177,inhibitor,CYP1A2
DB00744,P08684,substrate,CYP3A4
DB00745,Q01959,inhibitor,SLC6A3
DB00745,P35368,partial agonist,ADRA1B
DB00745,P33261,inhibitor,CYP2C19
DB00745,P08684,substrate,CYP3A4
DB00745,P08684,inducer,CYP3A4
DB00745,P20815,substrate,CYP3A5
DB00745,P20815,inducer,CYP3A5
DB00745,P05177,inducer,CYP1A2
DB00745,P20813,inhibitor,CYP2B6
DB00745,P20813,inducer,CYP2B6
DB00745,P11712,inhibitor,CYP2C9
DB00745,P11712,inducer,CYP2C9
DB00745,P10635,inducer,CYP2D6
DB00746,P47989,inhibitor,XDH
DB00747,P11229,antagonist,CHRM1
DB00747,P08172,antagonist,CHRM2
DB00747,P20309,antagonist,CHRM3
DB00747,P08173,antagonist,CHRM4
DB00747,P08912,antagonist,CHRM5
DB00747,P43681,inhibitor,CHRNA4
DB00747,P43681,inducer,CHRNA4
DB00747,P17787,inhibitor,CHRNB2
DB00747,P17787,inducer,CHRNB2
DB00747,P14410,inhibitor,SI
DB00747,P08684,substrate,CYP3A4
DB00748,P35367,antagonist,HRH1
DB00749,P35354,inhibitor,PTGS2
DB00749,P23219,inhibitor,PTGS1
DB00749,P19793,other,RXRA
DB00749,P35503,substrate,UGT1A3
DB00749,Q9HAW8,substrate,UGT1A10
DB00749,P16662,substrate,UGT2B7
DB00749,P11712,substrate,CYP2C9
DB00749,O60656,substrate,UGT1A9
DB00750,Q14524,inhibitor,SCN5A
DB00751,P35367,antagonist,HRH1
DB00751,P25021,antagonist,HRH2
DB00751,P28223,antagonist,HTR2A
DB00751,P34969,antagonist,HTR7
DB00751,P20813,substrate,CYP2B6
DB00751,P10635,substrate,CYP2D6
DB00751,P10635,inhibitor,CYP2D6
DB00751,P08684,substrate,CYP3A4
DB00752,P27338,inhibitor,MAOB
DB00752,P21397,inhibitor,MAOA
DB00752,P10635,inhibitor,CYP2D6
DB00752,P11712,inhibitor,CYP2C9
DB00752,P33261,inhibitor,CYP2C19
DB00752,P05177,inhibitor,CYP1A2
DB00752,P11509,inhibitor,CYP2A6
DB00752,P08684,inhibitor,CYP3A4
DB00753,P14867,agonist,GABRA1
DB00753,P98194,inhibitor,ATP2C1
DB00753,P23415,agonist,GLRA1
DB00753,P42261,antagonist,GRIA1
DB00753,Q09470,inducer,KCNA1
DB00753,P14867,positive allosteric modulator,GABRA1
DB00753,P43681,antagonist,CHRNA4
DB00753,P17787,antagonist,CHRNB2
DB00753,P0DP23,other/unknown,CALM1
DB00753,P20813,substrate,CYP2B6
DB00753,P20813,inducer,CYP2B6
DB00753,P03886,inhibitor,MT-ND1
DB00753,P05181,substrate,CYP2E1
DB00754,Q14524,inhibitor,SCN5A
DB00754,O75469,activator,NR1I2
DB00755,P10276,agonist,RARA
DB00755,P10826,agonist,RARB
DB00755,P13631,agonist,RARG
DB00755,P28702,agonist,RXRB
DB00755,P48443,agonist,RXRG
DB00755,P19793,agonist,RXRA
DB00755,P29762,binder,CRABP1
DB00755,P49788,agonist,RARRES1
DB00755,P00352,substrate,ALDH1A1
DB00755,O94788,substrate,ALDH1A2
DB00755,Q8NFJ5,regulator,GPRC5A
DB00755,P31025,binder,LCN1
DB00755,Q9NY56,binder,OBP2A
DB00755,P02753,binder,RBP4
DB00755,Q16654,upregulator,PDK4
DB00755,Q14081,downregulator,
DB00755,P08684,substrate,CYP3A4
DB00755,P20815,substrate,CYP3A5
DB00755,P24462,substrate,CYP3A7
DB00755,P20813,substrate,CYP2B6
DB00755,P10632,substrate,CYP2C8
DB00755,P11712,substrate,CYP2C9
DB00755,P11509,substrate,CYP2A6
DB00755,P33260,substrate,CYP2C18
DB00755,P04798,substrate,CYP1A1
DB00755,Q02928,substrate,CYP4A11
DB00755,P16662,substrate,UGT2B7
DB00755,P05181,substrate,CYP2E1
DB00755,O43174,substrate,CYP26A1
DB00757,P46098,antagonist,HTR3A
DB00757,P11712,substrate,CYP2C9
DB00757,P08684,substrate,CYP3A4
DB00757,P10635,substrate,CYP2D6
DB00758,Q9H244,antagonist,P2RY12
DB00758,P11712,substrate,CYP2C9
DB00758,P11712,inhibitor,CYP2C9
DB00758,P05177,substrate,CYP1A2
DB00758,P10632,inhibitor,CYP2C8
DB00758,P23141,substrate,CES1
DB00758,P08684,substrate,CYP3A4
DB00758,P20813,substrate,CYP2B6
DB00758,P20813,inhibitor,CYP2B6
DB00758,P20815,substrate,CYP3A5
DB00758,P33261,substrate,CYP2C19
DB00759,P02359,inhibitor,rpsG
DB00759,P0AG59,inhibitor,rpsN
DB00759,P0A7V3,inhibitor,rpsC
DB00759,P0A7W7,inhibitor,rpsH
DB00759,P0A7U3,inhibitor,rpsS
DB00759,P04156,inhibitor,PRNP
DB00759,P08684,substrate,CYP3A4
DB00759,P08684,inhibitor,CYP3A4
DB00760,P24228,inhibitor,dacB
DB00760,P14489,substrate,bla
DB00760,P16444,substrate,DPEP1
DB00761,Q13621,binder,SLC12A1
DB00762,Q969P6,inhibitor,TOP1MT
DB00762,P11387,inhibitor,TOP1
DB00762,P08684,substrate,CYP3A4
DB00762,P08684,inhibitor,CYP3A4
DB00762,P20815,substrate,CYP3A5
DB00762,P24462,substrate,CYP3A7
DB00762,P22309,substrate,UGT1A1
DB00762,O60656,substrate,UGT1A9
DB00762,O00748,substrate,CES2
DB00763,P07202,substrate,TPO
DB00763,P07202,inhibitor,TPO
DB00763,P05177,inhibitor,CYP1A2
DB00763,P11509,inhibitor,CYP2A6
DB00763,P20813,inhibitor,CYP2B6
DB00763,P33261,inhibitor,CYP2C19
DB00763,P11712,inhibitor,CYP2C9
DB00763,P10635,inhibitor,CYP2D6
DB00763,P05181,inhibitor,CYP2E1
DB00763,P08684,inhibitor,CYP3A4
DB00763,P31513,substrate,FMO3
DB00764,P04150,agonist,NR3C1
DB00764,P06401,agonist,PGR
DB00764,P10632,inhibitor,CYP2C8
DB00764,P08684,substrate,CYP3A4
DB00764,P08684,inducer,CYP3A4
DB00764,P20815,inducer,CYP3A5
DB00765,P07101,binder,TH
DB00766,P00807,inhibitor,blaZ
DB00768,P35367,antagonist,HRH1
DB00768,P25021,antagonist,HRH2
DB00768,Q9Y5N1,antagonist,HRH3
DB00768,P23297,antagonist,S100A1
DB00768,P80511,antagonist,S100A12
DB00768,P04271,other/unknown,S100B
DB00768,Q99584,other/unknown,S100A13
DB00768,P29034,antagonist,S100A2
DB00768,P08684,substrate,CYP3A4
DB00768,Q01740,substrate,FMO1
DB00768,P31513,substrate,FMO3
DB00769,P04150,agonist,NR3C1
DB00769,P08684,inducer,CYP3A4
DB00770,P21731,modulator,TBXA2R
DB00770,P34995,agonist,PTGER1
DB00770,P43116,agonist,PTGER2
DB00770,P43115,agonist,PTGER3
DB00770,P35408,agonist,PTGER4
DB00770,Q9Y5Y4,agonist,PTGDR2
DB00770,P15428,substrate,HPGD
DB00771,P11229,antagonist,CHRM1
DB00772,P06276,inhibitor,BCHE
DB00772,P22303,inhibitor,ACHE
DB00772,P05177,substrate,CYP1A2
DB00772,P20813,substrate,CYP2B6
DB00773,P11388,inhibitor,TOP2A
DB00773,Q02880,inhibitor,TOP2B
DB00773,P05177,substrate,CYP1A2
DB00773,P05181,substrate,CYP2E1
DB00773,P20815,substrate,CYP3A5
DB00773,P22309,substrate,UGT1A1
DB00773,P30711,substrate,GSTT1
DB00773,P09211,substrate,GSTP1
DB00773,P35354,substrate,PTGS2
DB00773,P23219,substrate,PTGS1
DB00773,P08684,substrate,CYP3A4
DB00773,P08684,inhibitor,CYP3A4
DB00773,P08684,inducer,CYP3A4
DB00774,Q13621,inhibitor,SLC12A1
DB00774,P43166,inhibitor,CA7
DB00774,Q16790,inhibitor,CA9
DB00774,P05023,inducer,ATP1A1
DB00774,Q12791,inducer,KCNMA1
DB00774,P00915,inhibitor,CA1
DB00774,P00918,inhibitor,CA2
DB00774,P22748,inhibitor,CA4
DB00774,O43570,inhibitor,CA12
DB00775,P08514,antagonist,ITGA2B
DB00775,P05106,antagonist,ITGB3
DB00776,Q9UI33,blocker,SCN11A
DB00776,P35498,inhibitor,SCN1A
DB00776,Q04828,substrate,AKR1C1
DB00776,P52895,substrate,AKR1C2
DB00776,P42330,substrate,AKR1C3
DB00776,P17516,substrate,AKR1C4
DB00776,P16152,substrate,CBR1
DB00776,O75828,substrate,CBR3
DB00776,P33261,inhibitor,CYP2C19
DB00776,P08684,inhibitor,CYP3A4
DB00776,P08684,inducer,CYP3A4
DB00776,P20815,inhibitor,CYP3A5
DB00776,P20815,inducer,CYP3A5
DB00778,P0A7J6,inhibitor,rplJ
DB00778,P20813,inhibitor,CYP2B6
DB00778,P08684,substrate,CYP3A4
DB00778,P08684,inhibitor,CYP3A4
DB00779,Q02880,inhibitor,TOP2B
DB00779,P11388,inhibitor,TOP2A
DB00779,P48775,inhibitor,TDO2
DB00779,P05177,inhibitor,CYP1A2
DB00780,P21397,antagonist,MAOA
DB00780,P27338,antagonist,MAOB
DB00780,Q16853,inhibitor,AOC3
DB00780,P80404,inhibitor,ABAT
DB00780,P24298,inhibitor,GPT
DB00780,Q8TD30,inhibitor,GPT2
DB00780,Q9UGI5,inhibitor,GAD65
DB00780,P33261,inhibitor,CYP2C19
DB00780,P10632,inhibitor,CYP2C8
DB00780,P08684,inhibitor,CYP3A4
DB00780,P20815,inhibitor,CYP3A5
DB00780,P24462,inhibitor,CYP3A7
DB00780,P10635,inhibitor,CYP2D6
DB00780,P08684,inhibitor,CYP3A4
DB00780,P21397,substrate,MAOA
DB00780,P27338,substrate,MAOB
DB00780,P05181,inducer,CYP2E1
DB00782,P11229,antagonist,CHRM1
DB00783,P03372,agonist,ESR1
DB00783,Q92731,agonist,ESR2
DB00783,O75469,binder,NR1I2
DB00783,P43681,binder,CHRNA4
DB00783,Q99527,binder,GPER1
DB00783,P00846,inhibitor,MT-ATP6
DB00783,Q14457,binder,BECN1
DB00783,P08684,substrate,CYP3A4
DB00783,P05177,substrate,CYP1A2
DB00783,P05177,inhibitor,CYP1A2
DB00783,P20815,substrate,CYP3A5
DB00783,P24462,substrate,CYP3A7
DB00783,P22309,substrate,UGT1A1
DB00783,P04798,substrate,CYP1A1
DB00783,Q16678,substrate,CYP1B1
DB00783,P33261,substrate,CYP2C19
DB00783,P10632,substrate,CYP2C8
DB00783,P11712,substrate,CYP2C9
DB00783,P54855,inducer,UGT2B15
DB00783,P21964,substrate,COMT
DB00783,P19224,substrate,UGT1A6
DB00783,P19224,inducer,UGT1A6
DB00783,P11511,product of,CYP19A1
DB00784,P35354,inhibitor,PTGS2
DB00784,P23219,inhibitor,PTGS1
DB00784,P11712,substrate,CYP2C9
DB00784,P11712,inhibitor,CYP2C9
DB00784,P05177,substrate,CYP1A2
DB00784,P05177,inhibitor,CYP1A2
DB00784,O60656,inhibitor,UGT1A9
DB00784,P16662,inhibitor,UGT2B7
DB00784,P10632,inhibitor,CYP2C8
DB00787,P04293,inhibitor,
DB00787,P09252,inhibitor,
DB00787,Q9QNF7,substrate,TK
DB00787,Q16774,substrate,GUK1
DB00787,P15531,substrate,NME1
DB00787,P30613,substrate,PKLR
DB00787,P12277,substrate,CKB
DB00787,P00558,substrate,PGK1
DB00787,Q9P2R7,substrate,SUCLA2
DB00787,Q16822,substrate,PCK2
DB00787,Q8N142,substrate,ADSS1
DB00788,P16233,inhibitor,PNLIP
DB00788,P23219,inhibitor,PTGS1
DB00788,P35354,inhibitor,PTGS2
DB00788,P10632,substrate,CYP2C8
DB00788,P16662,substrate,UGT2B7
DB00788,P35503,substrate,UGT1A3
DB00788,P19224,substrate,UGT1A6
DB00788,Q9HAW7,substrate,UGT1A7
DB00788,Q9HAW9,substrate,UGT1A8
DB00788,O60656,substrate,UGT1A9
DB00788,Q9HAW8,substrate,UGT1A10
DB00788,P11712,substrate,CYP2C9
DB00788,P05177,substrate,CYP1A2
DB00790,P12821,inhibitor,ACE
DB00790,Q6FHJ7,inhibitor,SFRP4
DB00790,P06276,inhibitor,BCHE
DB00792,P35367,antagonist,HRH1
DB00792,P10635,inhibitor,CYP2D6
DB00794,P47869,potentiator,GABRA2
DB00794,P34903,potentiator,GABRA3
DB00794,P48169,potentiator,GABRA4
DB00794,P31644,potentiator,GABRA5
DB00794,Q16445,potentiator,GABRA6
DB00794,P14867,positive allosteric modulator,GABRA1
DB00794,P14867,potentiator,GABRA1
DB00794,P43681,antagonist,CHRNA4
DB00794,P36544,antagonist,CHRNA7
DB00794,P42262,antagonist,GRIA2
DB00794,Q13002,antagonist,GRIK2
DB00794,P11712,substrate,CYP2C9
DB00794,P11712,inducer,CYP2C9
DB00794,P33261,substrate,CYP2C19
DB00794,P33261,inducer,CYP2C19
DB00794,P05181,substrate,CYP2E1
DB00794,P05181,inducer,CYP2E1
DB00794,P08684,inducer,CYP3A4
DB00794,P05177,inducer,CYP1A2
DB00794,P19224,inducer,UGT1A6
DB00795,Q9UNQ0,inhibitor,ABCG2
DB00795,Q01201,activator,RELB
DB00795,Q04206,activator,RELA
DB00795,Q04864,activator,REL
DB00795,P09917,inhibitor,ALOX5
DB00795,P35354,inhibitor,PTGS2
DB00795,P23219,inhibitor,PTGS1
DB00795,P24752,inhibitor,ACAT1
DB00795,P04054,antagonist,PLA2G1B
DB00795,O14920,inhibitor,IKBKB
DB00795,Q9UPY5,inhibitor,SLC7A11
DB00795,P19838,inhibitor,NFKB1
DB00795,Q00653,inhibitor,NFKB2
DB00795,P37231,agonist,PPARG
DB00796,P30556,antagonist,AGTR1
DB00796,P11712,substrate,CYP2C9
DB00796,P10632,inhibitor,CYP2C8
DB00796,P35503,substrate,UGT1A3
DB00796,P23219,substrate,PTGS1
DB00797,P35348,antagonist,ADRA1A
DB00797,P14416,antagonist,DRD2
DB00797,P08913,antagonist,ADRA2A
DB00797,P35367,agonist,HRH1
DB00797,P25021,agonist,HRH2
DB00797,P18825,binder,ADRA2C
DB00797,P18089,binder,ADRA2B
DB00798,P0A7S3,binder,rpsL
DB00798,P08164,inhibitor,nadE
DB00799,P10276,agonist,RARA
DB00799,P28702,agonist,RXRB
DB00799,P13631,agonist,RARG
DB00799,P10826,agonist,RARB
DB00799,P10632,substrate,CYP2C8
DB00800,P21918,agonist,DRD5
DB00800,P21728,agonist,DRD1
DB00800,P35368,inhibitor,ADRA1B
DB00800,P25100,inhibitor,ADRA1D
DB00800,P35348,inhibitor,ADRA1A
DB00800,P18089,antagonist,ADRA2B
DB00800,P18825,antagonist,ADRA2C
DB00800,P08913,antagonist,ADRA2A
DB00801,P30536,modulator,TSPO
DB00801,P14867,positive allosteric modulator,GABRA1
DB00801,P14867,ligand,GABRA1
DB00802,P35372,agonist,OPRM1
DB00802,P08684,substrate,CYP3A4
DB00802,P20815,substrate,CYP3A5
DB00802,P24462,substrate,CYP3A7
DB00803,P0AC13,binder,folP
DB00804,P11229,antagonist,CHRM1
DB00804,P20309,antagonist,CHRM3
DB00804,P08172,antagonist,CHRM2
DB00805,P21397,inhibitor,MAOA
DB00805,P41595,antagonist,HTR2B
DB00805,P28223,antagonist,HTR2A
DB00805,P28335,antagonist,HTR2C
DB00805,P22303,inhibitor,ACHE
DB00805,P31645,inhibitor,SLC6A4
DB00805,P21728,agonist,DRD1
DB00805,P14416,agonist,DRD2
DB00805,P11229,agonist,CHRM1
DB00805,P10635,substrate,CYP2D6
DB00806,P29274,agonist,ADORA2A
DB00806,P01375,other/unknown,TNF
DB00806,P21589,inhibitor,NT5E
DB00806,P05177,substrate,CYP1A2
DB00807,Q9Y5Y9,inhibitor,SCN10A
DB00808,P55017,inhibitor,SLC12A3
DB00808,P51787,blocker,KCNQ1
DB00808,P08684,substrate,CYP3A4
DB00808,P07099,substrate,EPHX1
DB00809,P08173,antagonist,CHRM4
DB00809,P11229,antagonist,CHRM1
DB00809,P08172,antagonist,CHRM2
DB00809,P20309,antagonist,CHRM3
DB00810,P11229,antagonist,CHRM1
DB00810,P10635,inhibitor,CYP2D6
DB00811,P20839,inhibitor,IMPDH1
DB00811,P26676,antagonist,L
DB00811,P12823,inhibitor,
DB00811,P16502,inhibitor,PB1
DB00811,P49902,modulator,NT5C2
DB00811,P55263,activator,ADK
DB00812,P23219,inhibitor,PTGS1
DB00812,P35354,inhibitor,PTGS2
DB00812,Q16647,inhibitor,PTGIS
DB00812,P08684,inducer,CYP3A4
DB00812,P11712,substrate,CYP2C9
DB00812,P11712,inhibitor,CYP2C9
DB00813,P35372,agonist,OPRM1
DB00813,P41143,agonist,OPRD1
DB00813,P41145,agonist,OPRK1
DB00813,P08684,substrate,CYP3A4
DB00813,P24462,substrate,CYP3A7
DB00814,P35354,inhibitor,PTGS2
DB00814,P23219,inhibitor,PTGS1
DB00814,P52209,inhibitor,PGD
DB00814,P10632,substrate,CYP2C8
DB00814,P11712,substrate,CYP2C9
DB00814,P08684,substrate,CYP3A4
DB00816,P07550,agonist,ADRB2
DB00817,P11388,inhibitor,TOP2A
DB00817,Q02880,inhibitor,TOP2B
DB00817,P0AES6,inhibitor,gyrB
DB00817,P0AFI2,inhibitor,parC
DB00817,P05177,inhibitor,CYP1A2
DB00818,P47870,potentiator,GABRB2
DB00818,P28472,potentiator,GABRB3
DB00818,P14867,positive allosteric modulator,GABRA1
DB00818,P35499,inhibitor,SCN4A
DB00818,Q99250,inhibitor,SCN2A
DB00818,P11712,substrate,CYP2C9
DB00818,P20813,substrate,CYP2B6
DB00818,Q9HAW9,substrate,UGT1A8
DB00818,O60656,substrate,UGT1A9
DB00818,P22309,substrate,UGT1A1
DB00818,P22309,inhibitor,UGT1A1
DB00818,O00519,substrate,FAAH
DB00818,P05181,inhibitor,CYP2E1
DB00818,Q16678,inhibitor,CYP1B1
DB00818,P04798,inhibitor,CYP1A1
DB00818,P05177,inhibitor,CYP1A2
DB00818,P33260,substrate,CYP2C18
DB00818,P33261,substrate,CYP2C19
DB00818,P10632,substrate,CYP2C8
DB00818,P19224,substrate,UGT1A6
DB00819,P00915,inhibitor,CA1
DB00819,P00918,inhibitor,CA2
DB00819,P22748,inhibitor,CA4
DB00819,O43570,inhibitor,CA12
DB00819,Q9ULX7,inhibitor,CA14
DB00819,P07451,inhibitor,CA3
DB00819,P43166,inhibitor,CA7
DB00819,P29972,inhibitor,AQP1
DB00819,P08684,inhibitor,CYP3A4
DB00820,O76074,inhibitor,PDE5A
DB00820,Q9HCR9,inhibitor,PDE11A
DB00820,P18545,inhibitor,PDE6G
DB00820,P08684,substrate,CYP3A4
DB00821,P35354,inhibitor,PTGS2
DB00821,P23219,inhibitor,PTGS1
DB00822,P09172,inhibitor,DBH
DB00822,P51648,inhibitor,ALDH3A2
DB00822,P05091,inhibitor,ALDH2
DB00822,P08684,substrate,CYP3A4
DB00822,P20815,substrate,CYP3A5
DB00822,P05181,inhibitor,CYP2E1
DB00823,P06401,agonist,PGR
DB00823,P03372,agonist,ESR1
DB00823,P08684,substrate,CYP3A4
DB00827,P43700,inhibitor,gyrA
DB00827,Q02880,inhibitor,TOP2B
